index_x,Country Code,Port Location,Port Name,Port Authority,Address,Phone,Fax,800 Number,Email,Web Site,Latitude,Longitude,UN/LOCODE,Port Type,Port Size,index_y,Country
2040,IND,Redi,Port of Redi,Maharastra Maritime Board,"Indian Merchantile Chambers
14, R.K.Marg, Ballard Estate
Mumbai, Maharashtra 400038
India",91-22-2692409,022-2614331,,,,"15° 44' 53"" N","73° 39' 18"" E",INRED,"Pier, Jetty or Wharf",Very Small,,
2042,IND,Satpati,Port of Satpati,,"Satpati, Maharashtra
India",,,,,,"19° 43' 35"" N","72° 42' 1"" E",,"Pier, Jetty or Wharf",Very Small,,
2043,IND,Sikka,Port of Sikka,Gujarat Maritime Board,"Sector 10-A, Opp. Air Force Station
Gandhinagar, Gujarat 382 010
India",079-23238346,079-23234703,,gmbad1@sancharnet.in,www.gmbports.org,"22° 27' 56"" N","69° 50' 35"" E",,"Pier, Jetty or Wharf",Small,,
2044,IND,Tadri,Port of Tadri,Tadri Port Authority,"Deputy Port Conservator
Port Office
Tadri, Karnataka
India",,,,,,"14° 31' 25"" N","74° 21' 17"" E",INTAD,"Pier, Jetty or Wharf",Very Small,,
2045,IND,Tellicherry,Port of Tellicherry,Ports Department Government of Kerala,"Vellayambalam
Trivandrum, Kerala 605033
India",91-471-324533,91-471-324842,,,,"11° 44' 27"" N","75° 29' 28"" E",INTEL,"Pier, Jetty or Wharf",Very Small,,
2046,IND,Thankasserry,Port of Thankasserry,Ports Department Government of Kerala,"Vellayambalam
Trivandrum, Kerala 605033
India",91-471-324533,91-471-324842,,,www.kerala.gov.in,"8° 56' 3"" N","76° 32' 28"" E",,Seaport,Small,,
2047,IND,Trivandrum,Port of Trivandrum,Ports Department,"Vellayambalam
Trivandrum, Kerala 605033
India",91-471-324533,91-471-324842,,,,"8° 27' 47"" N","76° 55' 27"" E",INTRV,"Pier, Jetty or Wharf",Very Small,,
2049,IND,Umbergaon,Umbergaon Harbor,,"Umbergaon
India",,,,,,"20° 12' 10"" N","72° 45' 6"" E",,"Pier, Jetty or Wharf",Very Small,,
2050,IND,Uttan,Port of Uttan,,"Uttan, Maharashtra
India",,,,,,"19° 18' 35"" N","72° 47' 40"" E",,"Pier, Jetty or Wharf",Very Small,,
2051,IND,Vengurla,Port of Vengurla,Vengurla Port Authority,"District Sindhudurg
Vengurla
India",91 23 666 2077,91 23 666 2077,,,,"15° 51' 13"" N","73° 37' 2"" E",INVEN,"Pier, Jetty or Wharf",Very Small,,
2054,IND,Vizhinjam,Port of Vizhinjam,Ports Department Government of Kerala,"Vellayambalam
Trivandrum, Kerala 605033
India",91-471-324533,91-471-324842,,,www.kerala.gov.in,"8° 22' 35"" N","76° 59' 23"" E",,Harbor,Small,,
2055,IND,Vodarevu,Port of Vodarevu,"Department of Ports, Government of Andhra Pradesh","Near Beach Road
Kakinada, Andhra Pradesh 533003
India",,,,,www.andhraports.com,"15° 47' 38"" N","80° 24' 45"" E",,"Pier, Jetty or Wharf",Small,,
2065,IDN,Amamapare,Port of Amamapare,,"Amamapare
Indonesia",,,,,,"4° 51' 16"" S","136° 59' 34"" E",IDAMA,"Pier, Jetty or Wharf",Very Small,,
2066,IDN,Ambon,Port of Ambon,Ambon Port Authority,"JI Yos Sudarso No 1
Ambon, Maluku 97126
Indonesia",62 911 353457,62 911 311587,,,,"3° 41' 46"" S","128° 10' 17"" E",IDAMQ,Harbor,Small,,
2067,IDN,Ampenan,Port of Ampenan,,"Ampenan
Indonesia",,,,,,"8° 34' 2"" S","116° 4' 14"" E",,Off-Shore Terminal,Very Small,,
2068,IDN,Anyer,Anyer Terminal,,Indonesia,,,,,,"6° 2' 48"" S","105° 55' 23"" E",,Harbor,Small,,
2069,IDN,Ardjuna,Ardjuna Marine Terminal,,"Ardjuna
Indonesia",,,,,,"5° 52' 59"" S","107° 43' 0"" E",IDAJN,Off-Shore Terminal,Very Small,,
2070,IDN,Bailkpapan,Lawi Lawi Terminal,Pertamina,"Jl Jos Sudarso
Bailkpapan 76101
Indonesia",62 542 33231,,,,www.pertamina.com,"1° 26' 59"" S","116° 45' 0"" E",,Off-Shore Terminal,Very Small,,
2071,IDN,Balikpapan,Bekapai Terminal,Bekapai Terminal Authority,"c/o Port Administrator
Balikpapan, Kalimantan
Indonesia",,,,,,"1° 0' 0"" S","117° 30' 0"" E",,Off-Shore Terminal,Very Small,,
2073,IDN,Balongan,Port of Balongan,PKK UP VI Balongan,"Jl Raya
Balongan, Indramayu
Indonesia",62 234 428232,62 234 426629,,,www.pertamina.com,"6° 21' 38"" S","108° 23' 25"" E",IDBAL,"Pier, Jetty or Wharf",Small,,
2074,IDN,Banda Aceh,Port of Banda Aceh,,"Banda Aceh, Sumatera
Indonesia",,,,,,"5° 33' 48"" N","95° 18' 18"" E",,Harbor,Small,,
2077,IDN,Banyuwangi,Port of Banyuwangi,Banyuwangi Port Authority,"Meneng Banyuwangi
Indonesia",,,,,,"8° 12' 30"" S","114° 22' 54"" E",IDBJU,Harbor,Small,,
2079,IDN,Bau-Bau,Port of Bau-Bau,Adpel Bau-Bau,"Dit Jen Perhubungan Laut
Cabang
Bau-Bau, Buton Sulawesi Tenggara
Indonesia",,,,,,"5° 27' 16"" S","122° 36' 26"" E",,"Pier, Jetty or Wharf",Small,,
2081,IDN,Belida,Belida Marine Terminal,,Indonesia,,,,,,"4° 7' 59"" N","105° 7' 59"" E",,Off-Shore Terminal,Very Small,,
2082,IDN,Bengkalis,Port of Bengkalis,Indonesia Port Corporation I,"Bengkalis
Indonesia",,,,,www.inaport1.co.id,"1° 28' 3"" N","102° 6' 26"" E",,Harbor,Small,,
2083,IDN,Bengkulu,Port of Bengkulu,Indonesia Port Corporation II,"Bengkulu
Indonesia",62 736 51409,62 736 51956,,,portal.inaport2.co.id,"3° 47' 32"" S","102° 15' 17"" E",IDBKS,"Pier, Jetty or Wharf",Small,,
2084,IDN,Benoa,Port of Benoa,Benoa Port Administrator,"Benoa Port Administrator
Benoa, Bali
Indonesia",62 361 720560,62 361 723351,,,www.pp3.co.id,"8° 44' 40"" S","115° 12' 33"" E",IDBOA,Seaport,Very Small,,
2085,IDN,Benteng,Port of Benteng,Adpel Benteng,"Dit Jen Perhubungan Laut
Cabang Benteng, Pulau Selayar Sulsel
Indonesia",,,,,,"6° 7' 9"" S","120° 27' 22"" E",,"Pier, Jetty or Wharf",Small,,
2086,IDN,Biak,Port of Biak,,"Biak
Indonesia",,,,,,"1° 11' 2"" S","136° 4' 26"" E",IDBIK,"Pier, Jetty or Wharf",Small,,
2087,IDN,Bima,Bima Terminal,,"Bima
Indonesia",,,,,,"5° 46' 0"" S","107° 4' 59"" E",IDBMT,Off-Shore Terminal,Very Small,,
2088,IDN,Bima,Port of Bima,Administrator Pelabuhan Bima,"Dit Jen Perhubungan Laut
Bima, Sumbawa
Indonesia",,,,,,"8° 26' 52"" S","118° 42' 47"" E",IDBMU,"Pier, Jetty or Wharf",Small,,
2089,IDN,Bintuni,Port of Bintuni,,"Bintuni
Indonesia",,,,,,"2° 11' 42"" S","133° 14' 38"" E",IDNTI,"Pier, Jetty or Wharf",Very Small,,
2090,IDN,Biringkasi,Port of Biringkasi,,"Biringkasi
Indonesia",,,,,,"4° 49' 1"" S","119° 29' 29"" E",IDBIR,"Pier, Jetty or Wharf",Very Small,,
2091,IDN,Bitung,Port of Bitung,Bitung Port Administration,"Indonesian Port Corp IV
Jl DS Sumolang No 1
Bitung 95522
Indonesia",62 43 821196,62 43 21380,,,,"1° 26' 17"" N","125° 11' 1"" E",IDBIT,Seaport,Small,,
2092,IDN,Blang Lancang,Port of Blang Lancang,Blang Lancang Port Authority,"PO Box 22
Lhokseumawe
Aceh, Sumatera
Indonesia",62 645 322006,62 645 439222,,,,"5° 13' 14"" N","97° 5' 47"" E",IDBLL,Harbor,Small,,
2093,IDN,Bojonegara,Port of Bojonegara,,"Bojonegara
Indonesia",,,,,,"5° 58' 22"" S","106° 6' 27"" E",,"Pier, Jetty or Wharf",Small,,
2094,IDN,Bontang,Port of Bontang,Pertamina Tongkang-Cabang Bontang PT,"PT Badak NGL Co
Bontang, East Kalimantan
Indonesia",62 548 55 1575,62 548 21119,,,www.pertamina.com,"0° 5' 37"" N","117° 28' 45"" E",IDBXT,Seaport,Small,,
2095,IDN,Buatan,Port of Buatan,,"Buatan
Indonesia",,,,,,"0° 44' 55"" N","101° 50' 57"" E",IDBUN,River Port,Very Small,,
2096,IDN,Bula,Port of Bula,,"Bula
Indonesia",,,,,,"3° 6' 4"" S","130° 30' 12"" E",IDBUA,"Pier, Jetty or Wharf",Very Small,,
2097,IDN,Bunyu,Port of Bunyu,,"Bunyu
Indonesia",,,,,,"3° 27' 39"" N","117° 50' 12"" E",IDBYQ,"Pier, Jetty or Wharf",Very Small,,
2098,IDN,Celukan Bawang,Port of Celukan Bawang,Adpel Celukan Bawang,"Jl Pelabuhan 36
Celukan Bawang, Bali 81155
Indonesia",62 362 93266,62 362 93266,,plb3cbw_sgr@telkom.net,,"8° 11' 26"" S","114° 50' 8"" E",IDCEB,"Pier, Jetty or Wharf",Small,,
2099,IDN,Cigading,Port of Cigading,Krakatau Steel Group,"JL. May. Jend S. Parman Km. 13
Cigading, Cilegon - Banten
Indonesia",62 - 254 - 311121,62 - 254 - 311178,,komersial@cigadingport.com,www.cigadingport.com,"6° 0' 49"" S","105° 57' 21"" E",IDCIG,Seaport,Small,,
2101,IDN,Ciwandan,Port of Ciwandan,Ciwandan Port Administrator,"Perumpe II Cabang Banten
Jl Raya
Ciwandan
Indonesia",62 254 311178,,,,,"6° 1' 27"" S","105° 56' 24"" E",IDCIW,Seaport,Small,,
2102,IDN,Dabo,Port of Dabo,Dabo Port Authority,"JL Pelambuhanm Dabo
Singkep
Riau 29171
Indonesia",62 776 21256,62 776 21256,,,,"0° 30' 10"" S","104° 34' 6"" E",IDDAS,"Pier, Jetty or Wharf",Small,,
2103,IDN,Donggala,Port of Donggala,Adpel Donggala,"Dit Jen Perhubungan Laut
Cabang Donggala
Donggala, Sulteng
Indonesia",,,,,,"0° 39' 48"" S","119° 44' 36"" E",,"Pier, Jetty or Wharf",Small,,
2105,IDN,Ende,Port of Ende,,"Ende
Indonesia",,,,,,"8° 51' 11"" S","121° 39' 18"" E",,"Pier, Jetty or Wharf",Small,,
2106,IDN,Gebe Island,Gebe Island,,"Gebe Island
Indonesia",,,,,,"0° 4' 41"" S","129° 25' 41"" E",,"Pier, Jetty or Wharf",Very Small,,
2107,IDN,Gilimanuk,Port of Gilimanuk,,"Gilimanuk
Indonesia",,,,,,"8° 9' 42"" S","114° 26' 11"" E",IDGIL,"Pier, Jetty or Wharf",Very Small,,
2108,IDN,Gorontalo,Port of Gorontalo,Gorontalo Port Authority,"Adpel Gorontalo
Jalan Mayor Dullah
Gorontalo, North Sulawesi, Sulutara 96118
Indonesia",62 435 821074,62 435 825636,,,,"0° 30' 42"" N","123° 3' 41"" E",IDGTO,Harbor,Small,,
2110,IDN,Gunung Sitoli,Port of Gunung Sitoli,Indonesia Port Corporation I,"Jalan Kom Laut Yos Sudarso
Gunung Sitoli, Nias Island, Sumatera
Indonesia",62 639 21662,62 639 21662,,,www.inaport1.co.id,"1° 17' 24"" N","97° 37' 13"" E",IDGNS,"Pier, Jetty or Wharf",Very Small,,
2111,IDN,Hagu,Port of Hagu,,"Hagu
Indonesia",,,,,,"5° 11' 39"" N","97° 8' 51"" E",IDGEB,"Pier, Jetty or Wharf",Very Small,,
2114,IDN,Jayapura,Port of Jayapura,Jayapura Port Office Administration,"Jl Koti
Jayapura, Irian Jaya 99221
Indonesia",62 967 533923,,,,,"2° 32' 58"" S","140° 42' 53"" E",IDDJJ,Seaport,Small,,
2115,IDN,Kabil,Port of Kabil,Adpel Kabil,"Dit Jen Perhubungan Laut
Kabil, Riau
Indonesia",,,,,,"1° 10' 16"" N","104° 0' 15"" E",IDKAB,Harbor,Small,,
2116,IDN,Kaimana,Port of Kaimana,,"Kaimana
Indonesia",,,,,,"3° 39' 46"" S","133° 45' 32"" E",IDKNG,"Pier, Jetty or Wharf",Small,,
2117,IDN,Kalianget,Port of Kalianget,Adpel Kalianget,"Dit Jen Perhubungan Laut
Jl Komplek Pelabuhan 2
Kalianget, Madura
Indonesia",62 328 21304,,,,,"7° 3' 23"" S","113° 56' 39"" E",IDKAT,Harbor,Small,,
2118,IDN,Kalimantan,North Pulau Laut Coal Terminal,,"Kalimantan
Indonesia",,,,,,"3° 12' 37"" S","116° 16' 59"" E",IDNPL,"Pier, Jetty or Wharf",Small,,
2119,IDN,Kempo,Port of Kempo,Kempo Port Authority,"Port Office
Kempo, Sumbawa
Indonesia",,,,,,"8° 39' 48"" S","118° 13' 22"" E",IDKEM,Harbor,Very Small,,
2120,IDN,Kendari,Port of Kendari,Port Administration Office of Kendari,"Jl Jend Surdiman 68
Kendari, Sulawesi Tenggara 93127
Indonesia",62 401 321884,62 401 321976,,,,"3° 58' 30"" S","122° 34' 53"" E",IDKDI,Seaport,Small,,
2121,IDN,Ketapang,Port of Ketapang,,"Ketapang
Indonesia",,,,,,"8° 8' 17"" S","114° 24' 5"" E",,"Pier, Jetty or Wharf",Small,,
2122,IDN,Kijang,Port of Kijang,Kijang Port Authority,"Jl Hang Jebat No 29
Kijang
Indonesia",,,,,,"0° 51' 53"" N","104° 36' 48"" E",IDKID,Seaport,Small,,
2123,IDN,Kota Baru,Port of Kota Baru,Port Administration Office of Kotabaru,"Jl Pangeran Indra Ksuma Jaya 5
Kota Baru, Kalsel 72113
Indonesia",62 518 21239,62 518 24418,,,,"3° 14' 21"" S","116° 13' 15"" E",IDKBU,"Pier, Jetty or Wharf",Small,,
2124,IDN,Krueng Geukueh,Port of Krueng Geukueh,Krueng Geukueh Port Authority,"c/o Lhokseumawe Harbour Office
JI Pelabuhan No 1
Lhokseumawe, North Aceh
Indonesia",62 645 43485,62 645 43485,,,,"5° 14' 35"" N","97° 2' 9"" E",,Harbor,Small,,
2125,IDN,Kuala Beukah,Port of Kuala Beukah,,"Kuala Beukah
Indonesia",,,,,,"4° 57' 25"" N","97° 46' 25"" E",,Harbor,Very Small,,
2126,IDN,Kuala Kapuas,Port of Kuala Kapuas,Kuala Kapuas Port Authority,"Port Office
Kuala Kapuas, Kalimantan
Indonesia",,,,,,"3° 1' 23"" S","114° 23' 28"" E",IDKKA,River Port,Small,,
2127,IDN,Kuala Langsa,Port of Kuala Langsa,Indonesia Port Corporation I,"Kuala Langsa
Indonesia",,,,,www.inaport1.co.id,"4° 31' 25"" N","98° 1' 14"" E",IDKUA,"Pier, Jetty or Wharf",Very Small,,
2128,IDN,Kuala Tanjung,Port of Kuala Tanjung,Kuala Tanjung Port Administration Office,"Jl Pelbuhan Kuala Tanjung
Kuala Tanjung, Sumut 21257
Indonesia",62 622 31311,,,,,"3° 21' 48"" N","99° 27' 40"" E",,"Pier, Jetty or Wharf",Small,,
2129,IDN,Kumai,Port of Kumai,Adpel Kumai,"Dit Jen Perhubungan Laut
Jl Bendahara No 11
Kumai, Kalteng
Indonesia",,,,,,"2° 44' 25"" S","111° 43' 42"" E",IDKUM,"Pier, Jetty or Wharf",Small,,
2130,IDN,Kupang,Port of Kupang,Kupang Port Administration,"Dit Jen Perhubungan Laut
Jl Yos Sudarso No 23
Tenau, Kupang, Timor Barat
Indonesia",62 391 21790,,,,,"10° 9' 14"" S","123° 35' 21"" E",,"Pier, Jetty or Wharf",Small,,
2131,IDN,Larantuka,Port of Larantuka,,"Larantuka
Indonesia",,,,,,"8° 20' 33"" S","122° 59' 22"" E",IDLKA,"Pier, Jetty or Wharf",Small,,
2132,IDN,Lembar,Port of Lembar,Adpel Lembar,"Dit Jen Perhubungan Laut
Jl Pelabuhan No 5
Lembar, Lombok
Indonesia",,,,,,"8° 43' 47"" S","116° 4' 25"" E",IDAMP,Harbor,Small,,
2133,IDN,Lhoknga,Port of Lhoknga,,"Lhoknga
Indonesia",,,,,,"5° 27' 3"" N","95° 14' 29"" E",IDLHK,"Pier, Jetty or Wharf",Very Small,,
2134,IDN,Lhokseumawe,Port of Lhokseumawe,Indonesia Port Corporation I,"Lhokseumawe
Indonesia",,,,,www.inaport1.co.id,"5° 10' 0"" N","97° 8' 54"" E",IDLSW,Seaport,Small,,
2135,IDN,Madura,Port of Madura,,"Madura
Indonesia",,,,,,"6° 53' 14"" S","112° 57' 39"" E",IDMDR,Harbor,Small,,
2136,IDN,Majene,Port of Majene,Majene Port Authority,"Jl Ammana Wewang No 21
Majene
Indonesia",62 411 31137,,,,,"3° 32' 45"" S","118° 57' 57"" E",IDMAJ,"Pier, Jetty or Wharf",Very Small,,
2138,IDN,Malahayati,Port of Malahayati,Indonesia Port Corporation I,"Malahayati
Indonesia",,,,,www.inaport1.co.id,"5° 35' 48"" N","95° 31' 33"" E",,"Pier, Jetty or Wharf",Very Small,,
2139,IDN,Malili,Mangkasa Oil Terminal,,Indonesia,,,,,,"2° 43' 59"" S","121° 4' 0"" E",,Off-Shore Terminal,Very Small,,
2140,IDN,Malili,Port of Malili,,"Malili
Indonesia",,,,,,"2° 38' 36"" S","121° 4' 37"" E",IDMLI,River Port,Very Small,,
2141,IDN,Manado,Port of Manado,Manado Port Administration Office,"Jl Komp Pelebuahan
Manado
Indonesia",62 431 867054,62 431 867054,,,,"1° 28' 55"" N","124° 49' 52"" E",IDMDC,Harbor,Small,,
2142,IDN,Manokwari,Port of Manokwari,Manokwari Port Administration Office,"Jl Banjarmasin 3
Manokwari, Irian Jaya 98311
Indonesia",62 986 211821,62 986 211821,,,,"0° 52' 2"" S","134° 4' 10"" E",IDMKW,Harbor,Small,,
2143,IDN,Maumere,Port of Maumere,Maumere Port Authority,"Pelabuhan Maumere
Jl Pelabuhan No 3
Maumere, Flores Island
Indonesia",62 382 54618,,,,,"8° 36' 28"" S","122° 12' 38"" E",IDMOF,Harbor,Small,,
2144,IDN,Merak,Merak Petroleum Base,,"Merak
Indonesia",,,,,,"5° 57' 19"" S","105° 59' 53"" E",Merak,"Pier, Jetty or Wharf",Small,,
2145,IDN,Merauke,Port of Merauke,Merauke Port Administration Office,"Jl Sabang 7
Merauke 99613
Indonesia",62 971 323040,62 971 323040,,,,"8° 28' 17"" S","140° 23' 32"" E",IDMKQ,Harbor,Small,,
2146,IDN,Meulaboh,Port of Meulaboh,,"Meulaboh
Indonesia",,,,,,"4° 7' 54"" N","96° 7' 45"" E",IDMEQ,Harbor,Small,,
2147,IDN,Muntok,Port of Muntok,Muntok Port Administration Office,"Dit Jen Perhubungan Laut
Jl Yos Sudarso No 1
Muntok, Sumsel 33311
Indonesia",62 716 21130,62 716 21130,,,,"2° 4' 22"" S","105° 10' 15"" E",IDMUO,"Pier, Jetty or Wharf",Small,,
2148,IDN,Namlea,Port of Namlea,,"Namlea
Indonesia",,,,,,"3° 16' 7"" S","127° 5' 14"" E",IDNAM,Harbor,Small,,
2149,IDN,Natuna Gas Field,FPSO Anoa Natuna,Amoseas Indonesia Inc.,Indonesia,,,,,,"4° 27' 21"" N","105° 36' 2"" E",,Off-Shore Terminal,Very Small,,
2150,IDN,Natuna Gas Field,Udang Natuna Terminal,Pertamina,Indonesia,,,,,www.pertamina.com,"4° 1' 59"" N","106° 28' 59"" E",,Off-Shore Terminal,Very Small,,
2151,IDN,Nunukan,Port of Nunukan,,"Nunukan
Indonesia",,,,,,"4° 8' 42"" N","117° 39' 17"" E",IDNNX,"Pier, Jetty or Wharf",Small,,
2152,IDN,Palembang,Port of Palembang,Indonesia Port Corp II,"Jl. Blinyu nomor 1
Boom Baru
Palembang, South Sumatera
Indonesia",0711 710611,,,datin@palembangport.com,www.palembangport.com,"2° 58' 52"" S","104° 46' 54"" E",IDPLM,River Port,Small,,
2153,IDN,Palopo,Port of Palopo,Adpel Palopo,"Dit Jen Perhubungan Laut
Palopo, Sulsel
Indonesia",,,,,,"2° 59' 16"" S","120° 12' 18"" E",IDPPO,"Pier, Jetty or Wharf",Very Small,,
2154,IDN,Panarukan,Port of Panarukan,Adpel Panarukan,"Dit Jen Perhubungan Laut
Panarukan Jatim
Indonesia",,,,,,"7° 41' 23"" S","113° 56' 17"" E",IDPRN,Harbor,Small,,
2155,IDN,Pangkal Balam,Port of Pangkal Balam,Indonesia Port Corporation II,"Jl.Yos Sudarso No.1
Pangkal Pinang 33114
Indonesia",0717 421737,,,,portal.inaport2.co.id,"2° 5' 50"" S","106° 7' 58"" E",IDPGX,River Port,Small,,
2156,IDN,Pangkalan Susu,Port of Pangkalan Susu,Pangkalan Susu Port Administration Office,"Jl Pelabuhan 5
Pangkalan Susu, Langkat Sumut 20858
Indonesia",62 620 51024,62 620 51024,,,,"4° 7' 17"" N","98° 12' 32"" E",IDPKS,Seaport,Small,,
2157,IDN,Panjang,Port of Panjang,Indonesia Port Corp II,"Panjang
Indonesia",62 21 435 1226,62 21 435 1225,,,portal.inaport2.co.id,"5° 28' 5"" S","105° 18' 58"" E",IDPNJ,Seaport,Small,,
2158,IDN,Pantoloan,Port of Pantoloan,Adpel Pantoloan,"Jl Komplek Pelabuhan Pantoloan
Pantoloan, Sulawesi Tengah 94352
Indonesia",62 451 491500,62 451 492353,,,,"0° 41' 58"" S","119° 50' 18"" E",IDPTL,"Pier, Jetty or Wharf",Small,,
2159,IDN,Pare Pare,Port of Pare Pare,Pare-Pare Port Administration Office,"PO Box 26
Jl Andi Cammi 1
Pare Pare, Sulawesi Selatan 91111
Indonesia",,,,,,"4° 0' 26"" S","119° 37' 22"" E",IDPAP,Harbor,Small,,
2160,IDN,Pekanbaru,Port of Pekanbaru,Indonesia Port Corp I,"Jalan Saleh Abbas No.03
Pasar Bawah
Pekanbaru
Indonesia",62-761-22826,62-761-33711,,pekanbaru@inaport1.co.id,www.inaport1.co.id,"0° 32' 22"" N","101° 26' 48"" E",IDPKU,River Port,Small,,
2161,IDN,Pemangkat,Port of Pemangkat,Pemangkat Port Authority,"Pemangkat, Kalimantan
Indonesia",,,,,,"1° 10' 49"" N","108° 58' 16"" E",IDPEM,River Port,Very Small,,
2162,IDN,Penuba,Port of Penuba,Penuba Port Authority,"Penuba, Kepulauan Lingga
Indonesia",,,,,,"0° 20' 25"" S","104° 27' 59"" E",IDPNG,"Pier, Jetty or Wharf",Small,,
2163,IDN,Plaju,Port of Plaju,,"Plaju
Indonesia",,,,,,"2° 59' 32"" S","104° 49' 56"" E",IDPLA,Seaport,Small,,
2164,IDN,Pomala,Port of Pomala,Adpel Pomala,"Dit Jen Perhubungan Laut
Pomala, Sulawesi Tenggara
Indonesia",,,,,,"4° 3' 27"" S","121° 35' 25"" E",IDPUM,Harbor,Small,,
2166,IDN,Poso,Port of Poso,Adpel Poso,"Dit Jen Perhubungan Laut
Jl Patimura
Poso, Sulteng
Indonesia",62 452 21620,,,,,"1° 23' 1"" S","120° 45' 0"" E",IDPSJ,"Pier, Jetty or Wharf",Small,,
2167,IDN,Probolinggo,Port of Probolinggo,Probolinggo Port Administration Office,"Dit Jen Perhubungan Laut
Jl Tanjung Tembaga Timur
Probolinggo, Jatim
Indonesia",62 335 421685,,,,,"7° 43' 47"" S","113° 13' 10"" E",IDPRO,Seaport,Small,,
2168,IDN,Pulan Bay,Pulan Bay,,"Pulan Bay
Indonesia",,,,,,"3° 54' 34"" S","102° 17' 31"" E",,"Pier, Jetty or Wharf",Very Small,,
2169,IDN,Pulang Pisau,Port of Pulang Pisau,Pulang Pisau Port Administration Office,"Jl Samudera 137
Pulang Pisau, Lembar 73561
Indonesia",62 513 61146,62 513 61146,,,,"3° 21' 30"" S","114° 15' 19"" E",IDPPS,River Port,Small,,
2170,IDN,Pulau Bukum,Pulau Bukum,PERTAMINA,"Pulau Bukum
Indonesia",62 21 7917 3000,62 21 7972 177,,pcc@pertamina.com,www.pertamina.com,"1° 14' 0"" N","103° 46' 6"" E",,Seaport,Small,,
2171,IDN,Pulau Sambu,Port of Pulau Sambu,PERTAMINA,"Pulau Sambu
Indonesia",62 21 7917 3000,62 21 7972 177,,pcc@pertamina.com,www.pertamina.com,"1° 9' 33"" N","103° 53' 51"" E",IDPSS,"Pier, Jetty or Wharf",Small,,
2172,IDN,Pulau Sebarok,Pulau Sebarok,PERTAMINA,"Pulau Sambu
Indonesia",62 21 7917 3000,62 21 7972 177,,pcc@pertamina.com,www.pertamina.com,"1° 12' 20"" N","103° 47' 45"" E",,Seaport,Small,,
2173,IDN,Rengat,Port of Rengat,Indonesia Port Corporation I,"Rengat, Riau
Indonesia",62 769 323355,,,,www.inaport1.co.id,"0° 22' 25"" S","102° 32' 58"" E",IDRGT,River Port,Very Small,,
2174,IDN,Sabang,Port of Sabang,Sabang Port Administration Office,"Dit Jen Perhubungan Laut
Cabang Sabang
Sabang, Aceh
Indonesia",62 652 21057,,,,,"5° 53' 11"" N","95° 19' 10"" E",IDSBG,Harbor,Small,,
2175,IDN,Salawati,Port of Salawati,Salawati Port Authority,"32-34 Jl Yos Sudarso
Tanjung Priok
Jakarta
Indonesia",62 21 494309,,,,,"1° 20' 49"" S","130° 58' 52"" E",,"Pier, Jetty or Wharf",Small,,
2176,IDN,Samarinda,Port of Samarinda,,"Samarinda
Indonesia",,,,,,"0° 31' 42"" S","117° 8' 30"" E",IDSRI,River Port,Small,,
2177,IDN,Sambas,Port of Sambas,Sambas Port Authority,"Port Office
Sambas, Kalimantan
Indonesia",,,,,,"1° 21' 50"" N","109° 18' 24"" E",IDSBS,River Port,Small,,
2178,IDN,Sampit,Port of Sampit,Sampit Port Administration Office,"Jl Iskandar No 3
Sampit, Kalteng 74322
Indonesia",62 531 21097,62 531 22488,,,,"2° 32' 27"" S","112° 57' 53"" E",IDSMQ,River Port,Small,,
2179,IDN,Sangata,Tanjung Bara Coal Terminal,,"Sangata
Indonesia",,,,,,"0° 31' 56"" N","117° 38' 54"" E",IDTBA,"Pier, Jetty or Wharf",Small,,
2180,IDN,Sangatta,Port of Sangatta,,"Sangatta
Indonesia",,,,,,"0° 23' 4"" N","117° 33' 56"" E",IDSGQ,"Pier, Jetty or Wharf",Very Small,,
2181,IDN,Santan,Santan Terminal,Pertamina,"Santan
Indonesia",,,,,www.pertamina.com,"0° 6' 0"" S","117° 31' 59"" E",IDSAT,Off-Shore Terminal,Very Small,,
2183,IDN,Selat Panjang,Port of Selat Panjang,Indonesia Port Corporation I,"Selat Panjang, Riau 28753
Indonesia",62 763 31134,,,,www.inaport1.co.id,"1° 0' 55"" N","102° 42' 28"" E",IDSPA,"Pier, Jetty or Wharf",Very Small,,
2184,IDN,Semaka,Semangka Bay,,"Semaka
Indonesia",,,,,,"5° 31' 58"" S","104° 35' 18"" E",IDSMB,Waterway Region,Small,,
2185,IDN,Senipah,Senipah Terminal,Pertamina,"Senipah
Indonesia",,,,,www.pertamina.com,"1° 3' 0"" S","117° 13' 0"" E",Senip,Off-Shore Terminal,Very Small,,
2186,IDN,Sibolga,Port of Sibolga,Indonesia Port Corporation I,"Sibolga
Indonesia",,,,,www.inaport1.co.id,"1° 44' 9"" N","98° 47' 0"" E",IDSLG,Seaport,Small,,
2187,IDN,Singkawang,Port of Singkawang,Singkawang Administration Office,"Dit Jen Perhubungan Laut
Singkawang, Kalbar
Indonesia",62 562 24313,,,,,"0° 55' 11"" N","108° 58' 1"" E",IDSKW,River Port,Small,,
2188,IDN,Sintete,Port of Sintete,Sintete Port Administration Office,"Jl Pelabuhan 1
Sintete, Kalbar 79153
Indonesia",62 562 243213,,,,,"1° 14' 23"" N","109° 8' 20"" E",,River Port,Small,,
2189,IDN,Sorong,Kasim Marine Terminal,Kasim Port Administrator,"Jl Jend A Yani No 19
Sorong, Irian Jaya
Indonesia",62 951 21839,,,,,"1° 18' 27"" S","131° 1' 21"" E",IDSOQ,Harbor,Small,,
